GEOID,B25034_001M,B25034_010M,B25034_009M,B25034_008M,B25034_007M,B25034_006M,B25034_005M,B25034_004M,B25034_003M,B25034_002M,B25024_001M,B25024_002M,B25024_003M,B25024_004M,B25024_005M,B25024_006M,B25024_007M,B25024_008M,B25024_009M,B03002_001M,B03002_003M,B03002_004M,B03002_012M,B03002_006M,B11001_001M,B11001_003M,B11001_004M,B11001_009M,B11001_008M,B25004_001M,B25004_006M,B25075_001M,B25075_002M,B25075_003M,B25075_004M,B25075_005M,B25075_006M,B25075_007M,B25075_008M,B25075_009M,B25075_010M,B25075_011M,B25075_012M,B25075_013M,B25075_014M,B25075_015M,B25075_016M,B25075_017M,B25075_018M,B25075_019M,B25075_020M,B25075_021M,B25075_022M,B25075_023M,B25075_024M,B25075_025M,C17002_001M,C17002_002M,C17002_003M,C17002_004M,C17002_005M,C17002_006M,C17002_007M,C17002_008M,B25038_001M,B25038_003M,B25038_004M,B25038_005M,B25038_006M,B25038_007M,B25038_008M,B25038_010M,B25038_011M,B25038_012M,B25038_013M,B25038_014M,B25038_015M
g361031699024,177,27,11,65,106,32,68,118,28,11,177,177,11,11,11,11,11,11,11,136,135,21,11,11,64,51,22,11,35,179,156,57,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,42,41,21,11,11,136,11,11,11,11,11,11,136,64,11,28,41,11,11,35,11,27,11,11,11,11
g361031699025,222,46,11,103,87,87,66,148,146,11,222,212,11,11,11,11,11,11,11,569,478,189,321,11,184,113,176,77,78,131,118,155,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,81,11,11,11,56,108,92,61,11,569,254,16,78,6,83,12,515,184,75,110,88,66,28,11,77,132,11,11,11,11
g361031700011,178,141,65,97,102,50,133,97,18,11,178,180,11,11,11,11,11,11,11,438,438,11,11,11,151,128,88,11,109,175,136,153,11,11,11,11,11,11,11,11,11,11,11,17,11,11,11,11,11,27,53,134,69,53,106,42,443,11,11,101,11,74,38,456,151,120,57,96,50,55,92,11,24,11,11,11,11
g361031700012,193,94,104,194,53,110,45,25,11,11,193,178,11,11,11,11,11,11,11,406,377,125,25,31,173,104,30,57,149,152,152,112,11,11,11,11,11,11,11,11,11,11,11,11,11,20,11,11,11,33,44,92,55,54,69,40,403,97,60,125,22,81,55,372,173,59,72,62,67,56,51,11,117,100,11,11,11
g361031700013,121,78,11,11,53,39,102,43,19,11,121,121,11,11,11,11,11,11,11,286,218,11,180,11,102,86,40,32,35,115,115,91,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,11,11,58,67,23,19,286,40,11,186,11,32,11,204,102,11,63,49,35,39,31,44,11,11,11,11,11
g361031700014,121,36,61,94,95,11,11,86,11,11,121,121,11,11,11,11,11,11,11,238,235,6,6,26,121,113,121,11,55,11,11,123,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,111,29,11,11,238,12,29,168,165,26,160,255,121,11,53,96,11,37,29,30,121,11,11,11,11
g361031700015,180,127,105,30,48,124,48,74,52,11,180,180,11,11,11,11,11,11,11,393,389,11,48,11,131,94,55,84,70,136,144,129,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,40,11,11,44,71,108,25,72,393,53,11,5,11,73,11,387,131,30,63,83,98,48,11,11,52,11,11,11,11
g361031700021,115,64,50,11,45,69,69,46,49,11,115,111,11,39,11,11,19,11,11,149,149,11,11,11,81,58,14,11,67,119,118,81,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,11,23,23,13,36,42,29,37,149,11,11,76,11,11,11,134,81,11,57,29,34,51,29,11,18,11,11,11,11
g361031700022,138,70,14,68,80,43,74,93,52,11,138,138,11,11,11,11,11,11,11,253,250,29,50,11,95,81,51,32,35,114,112,86,13,11,11,11,11,11,11,11,11,11,11,11,11,15,11,11,11,11,46,37,61,40,33,40,253,31,61,11,26,39,11,251,95,49,50,50,27,39,50,47,11,11,11,11,11
g361031700023,147,83,39,66,45,93,80,56,36,11,147,147,11,11,11,11,11,11,11,243,243,11,11,11,84,80,16,14,39,137,137,84,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,46,28,49,28,46,243,11,18,11,11,13,11,238,84,11,51,43,31,39,36,11,11,11,11,11,11
g361031700024,128,83,27,86,16,32,47,40,60,11,128,125,11,11,60,11,11,11,11,381,365,165,15,11,127,112,53,20,41,66,15,83,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,14,11,11,11,17,71,49,23,15,381,14,11,15,31,18,11,380,127,17,70,20,44,23,15,43,30,11,27,11,86
g361031700025,92,86,21,20,25,30,46,34,23,11,92,93,11,11,11,11,16,11,11,206,181,11,40,83,77,70,23,17,34,67,65,70,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,11,6,57,28,33,26,207,12,22,75,11,18,39,191,77,11,27,53,56,15,11,21,19,5,11,11,11
g361031701011,65,77,19,33,25,26,34,18,11,11,65,70,32,28,45,28,11,11,11,194,169,69,141,11,67,45,45,34,55,56,38,54,11,11,9,11,11,11,11,11,11,11,11,11,11,6,11,11,9,16,9,30,44,23,11,9,184,18,126,89,24,31,29,158,67,19,38,27,23,19,19,28,49,30,32,11,11
g361031701012,76,89,48,18,11,11,33,12,35,11,76,64,13,81,59,46,30,11,11,274,181,108,297,2,86,61,48,63,68,59,54,50,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,28,18,32,30,13,274,163,68,46,42,59,85,233,86,9,33,24,28,19,14,55,91,20,11,11,11
g361031702011,187,11,95,55,102,130,111,89,143,11,187,180,42,61,11,11,11,11,11,375,361,11,11,38,149,118,53,65,94,176,154,154,32,11,11,11,11,11,11,11,11,11,40,11,27,11,11,11,11,11,11,66,72,143,54,22,375,11,15,11,11,11,27,375,149,26,101,125,44,51,11,11,33,22,11,11,11
g361031702012,132,45,83,73,90,92,86,11,58,11,132,132,11,11,11,11,11,11,11,363,362,11,11,11,110,116,63,11,60,102,102,119,45,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,28,52,95,91,11,33,363,45,11,23,11,11,11,373,110,61,100,84,11,30,47,11,45,11,11,11,11
g361031702013,95,49,25,23,29,82,11,82,40,11,95,97,11,11,11,27,11,11,38,320,247,11,93,11,95,102,68,11,42,11,11,96,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,50,30,103,37,11,320,11,15,15,11,11,11,320,95,11,75,97,25,30,30,11,11,23,11,11,11
g361031702014,151,80,63,20,66,111,89,33,81,11,151,144,11,11,11,11,53,11,23,280,280,11,11,11,107,73,36,11,80,139,119,105,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,83,60,35,11,280,109,11,11,11,11,11,269,107,34,50,43,11,77,29,25,11,11,11,11,11
g361031702015,93,50,25,41,79,59,68,62,38,11,93,98,11,11,11,35,11,11,11,180,180,11,11,19,92,74,28,11,66,99,77,79,30,11,11,11,11,11,23,11,11,11,40,11,11,11,23,11,11,11,11,26,25,42,31,18,180,11,11,59,28,11,58,174,92,43,44,11,35,36,47,11,39,37,37,11,11
g361031702016,124,69,46,22,100,61,50,36,76,11,124,123,11,25,11,11,28,11,11,458,439,11,55,11,119,121,46,11,58,78,69,106,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,43,50,53,43,102,458,11,29,11,11,8,11,458,119,11,62,106,56,49,24,49,11,45,11,11,11
g361031702017,120,88,11,11,33,56,67,11,70,11,120,121,11,11,11,26,11,11,11,319,217,11,11,11,105,102,11,11,41,91,73,107,24,11,11,11,11,11,11,11,11,11,11,11,11,11,53,11,11,11,11,41,57,56,39,11,288,11,11,57,11,23,11,288,105,11,43,75,64,11,22,11,11,11,23,11,11
g361031702021,126,59,22,81,26,82,34,18,76,11,126,119,19,16,49,30,11,11,13,234,200,11,152,11,84,57,24,14,71,108,103,52,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,47,26,19,11,205,40,18,11,40,14,66,180,84,38,35,11,23,13,18,37,61,12,11,11,11
g361031702022,103,71,19,71,31,19,28,26,28,11,103,104,11,13,6,8,11,11,11,120,120,11,11,11,52,37,22,24,23,99,99,46,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,11,11,8,11,7,30,6,34,120,11,4,11,4,23,11,114,52,8,6,36,11,22,6,25,3,11,11,11,11
g361031702023,111,63,18,44,50,61,50,38,76,11,111,107,10,28,7,21,5,11,11,186,163,11,52,6,83,51,31,29,66,100,86,82,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,11,11,11,37,52,34,13,29,186,11,23,40,32,41,9,161,83,12,66,18,31,18,35,25,10,10,11,11,11
g361031702024,89,58,27,20,28,40,35,42,45,11,89,89,11,14,11,11,11,11,11,130,128,6,24,3,54,44,25,23,40,85,85,51,6,11,11,11,11,11,11,11,11,11,11,9,11,11,11,11,6,11,11,19,24,35,31,25,130,4,13,15,6,10,3,130,54,10,29,26,23,38,22,10,12,11,8,11,11
g361031702025,142,23,25,67,31,45,37,71,120,37,142,107,25,45,48,35,62,28,52,204,198,29,24,11,93,65,33,23,86,120,116,88,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,62,45,62,26,28,200,68,64,41,29,28,24,219,93,43,71,48,28,11,29,39,16,21,11,11,11
g361031803001,162,92,37,66,95,102,100,122,97,11,162,161,27,13,26,46,11,11,11,346,344,3,11,7,135,113,56,32,80,131,126,142,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,16,44,77,51,87,347,11,11,11,8,11,11,348,135,43,95,71,58,47,17,16,46,11,11,3,11
g361031803002,175,131,23,47,69,62,135,69,60,16,175,183,11,46,11,11,11,11,11,334,283,11,196,11,119,118,59,8,55,132,136,128,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,11,20,33,108,63,45,334,11,11,39,11,30,187,327,119,16,88,31,63,57,46,26,55,10,11,11,8
g361031904011,125,115,11,68,56,20,50,11,85,11,125,125,11,11,11,11,11,11,11,370,339,253,176,11,115,69,81,38,80,73,73,122,11,11,11,11,11,11,11,11,11,11,11,11,11,38,11,11,11,88,92,69,39,11,11,11,370,10,129,11,11,119,11,344,115,71,79,51,50,10,87,11,20,11,11,11,11
g361031904012,117,58,11,54,38,79,89,11,56,11,117,95,11,58,11,56,11,11,11,346,109,168,278,18,132,83,11,58,91,79,79,66,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,52,11,22,32,11,11,11,11,346,89,11,167,11,11,71,237,132,52,11,11,22,18,32,58,102,11,11,11,11
g361031904013,157,11,36,51,54,146,42,11,35,75,157,96,11,11,11,11,11,11,11,251,153,73,214,11,140,79,8,11,138,104,11,140,11,11,47,29,11,27,11,31,27,81,78,11,70,11,11,11,11,11,30,57,23,20,11,11,251,11,201,66,84,31,11,179,140,81,124,59,11,36,8,11,48,11,11,11,11
g361031904014,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,491,264,283,122,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
g361031904015,142,31,11,124,120,11,42,63,33,11,142,69,11,31,11,11,35,11,28,464,236,335,306,11,142,63,139,122,44,11,11,80,40,11,11,11,11,11,11,11,11,24,11,11,29,38,11,11,41,10,21,52,33,11,11,11,464,115,240,11,148,11,11,341,142,40,47,72,11,11,41,118,124,11,11,28,11
g361031904016,172,23,64,108,131,23,36,63,11,11,172,172,11,11,11,11,11,11,11,492,350,57,136,114,125,100,62,32,61,137,105,105,11,11,11,11,11,11,11,11,11,11,11,19,11,11,11,11,27,21,22,77,52,26,30,11,492,36,11,11,27,27,40,487,125,11,54,71,48,49,27,11,71,11,11,11,11
g361031904017,195,109,54,65,144,124,140,11,113,11,195,168,11,117,11,11,11,11,11,932,353,197,878,164,203,186,151,11,48,48,37,162,11,11,11,11,11,30,11,11,11,11,11,11,11,57,11,13,16,47,98,126,152,14,11,11,932,362,523,450,11,11,473,529,203,47,144,162,80,41,11,52,153,11,11,11,11
g361031904021,83,23,11,52,61,59,47,54,50,14,83,77,56,60,24,11,11,11,11,295,207,46,265,81,79,56,38,8,60,79,67,58,11,11,11,11,11,11,11,20,8,11,11,11,11,14,11,11,11,19,15,48,11,37,19,14,335,265,81,38,123,11,12,161,79,33,46,24,26,11,21,48,20,8,23,11,11
g361031904022,93,14,11,22,77,55,49,56,82,11,93,95,11,11,11,11,11,11,11,198,203,12,134,11,73,65,24,23,28,87,87,63,11,11,11,11,11,11,11,11,11,11,11,11,8,11,11,11,11,34,8,42,44,28,30,34,198,11,30,44,11,37,29,185,73,39,56,32,24,22,11,48,15,8,11,11,8
g361031904031,124,83,20,13,55,22,66,79,29,11,124,123,11,11,11,24,11,11,11,327,188,11,269,19,109,68,29,50,74,87,78,77,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,46,20,38,27,63,314,65,50,11,48,43,16,296,109,11,35,41,74,22,19,53,68,11,11,11,11
g361031904032,101,53,13,50,73,21,63,45,25,11,101,90,30,40,11,40,11,11,11,301,158,19,255,17,78,52,71,33,33,92,84,58,11,11,11,11,11,11,11,11,10,11,13,11,11,11,11,11,13,11,40,40,30,31,16,11,300,11,60,11,11,126,170,180,78,29,46,27,21,22,15,14,67,15,11,11,11
g361031904033,139,50,16,42,78,116,84,79,16,11,139,122,11,46,47,48,81,14,30,635,252,11,616,11,134,93,64,17,73,109,97,72,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,14,11,11,52,54,7,45,15,13,635,35,14,25,31,57,79,620,134,11,61,51,36,31,18,68,84,40,11,15,11
g361031905021,106,45,39,38,68,35,50,80,62,11,106,115,15,44,11,14,11,11,11,206,199,11,101,11,72,72,13,14,29,104,111,69,14,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,35,11,11,22,36,17,47,206,11,61,15,86,11,11,200,72,8,49,41,47,12,11,29,14,11,11,11,11
g361031905022,82,53,19,42,46,40,35,22,23,4,82,78,30,9,6,17,21,17,7,165,156,30,73,5,70,59,36,9,41,71,53,59,4,11,11,11,5,11,11,11,11,11,11,11,11,11,11,11,11,6,5,27,37,31,18,33,158,19,53,17,33,58,60,139,70,11,31,41,19,22,27,32,32,11,5,11,11
g361031905023,115,80,47,79,96,80,82,47,32,6,115,117,15,5,45,48,53,60,62,143,140,11,24,21,72,52,15,30,59,114,120,63,11,11,11,11,11,11,11,11,11,11,11,4,11,11,6,11,11,9,11,23,12,20,43,47,143,36,19,4,35,31,16,135,72,9,54,25,23,15,17,33,38,13,11,11,11
g361031905031,65,19,27,49,17,23,35,35,32,11,65,61,11,11,11,11,11,11,11,219,202,11,106,20,65,62,34,18,31,11,11,51,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,14,31,25,29,31,12,219,11,38,11,139,11,20,205,65,20,40,27,33,8,15,20,43,11,11,23,11
g361031905032,101,30,5,9,44,11,67,79,18,11,101,84,11,11,46,11,46,40,11,331,191,53,231,162,96,84,31,11,61,65,53,71,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,9,11,16,30,48,50,11,22,331,203,7,2,39,55,141,274,96,11,43,54,47,9,11,55,58,11,11,11,11
g361031905033,97,45,17,45,35,59,42,47,35,11,97,99,11,11,11,11,11,11,11,199,205,11,49,11,83,66,24,18,52,73,75,87,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,28,24,59,30,54,199,15,27,11,11,11,11,196,83,6,55,39,20,45,42,11,27,11,11,11,11
g361031905034,99,65,30,33,47,54,49,32,54,11,99,99,11,11,11,11,11,11,11,151,146,11,35,11,59,47,22,11,35,96,95,54,11,11,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,32,29,32,17,151,17,11,11,48,11,11,146,59,16,35,22,29,24,8,16,21,11,11,11,11
g361031905041,107,25,14,88,77,49,70,90,75,11,107,100,11,16,10,24,11,71,38,188,188,11,7,11,65,54,11,9,44,109,111,69,24,7,11,11,11,11,11,3,11,11,11,11,11,10,11,11,11,11,11,11,30,35,36,38,188,32,11,11,29,34,5,184,65,12,44,54,11,11,3,11,16,9,11,11,11
g361031905042,86,70,24,22,47,22,26,34,79,11,86,87,11,24,11,11,24,11,11,159,158,2,3,11,68,43,25,8,62,72,71,55,11,11,11,11,11,8,11,11,11,11,11,11,11,11,9,11,11,11,10,11,21,33,18,38,159,23,2,23,5,11,11,154,68,11,42,27,17,11,26,11,64,9,11,11,11
g361031905043,80,39,24,26,12,39,14,45,37,11,80,80,11,9,11,11,11,11,11,212,212,11,11,16,67,52,38,11,33,61,61,59,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,27,37,34,33,212,11,11,11,11,11,11,212,67,25,34,35,31,14,11,11,28,11,11,11,11
g361031906011,111,42,25,11,5,49,90,30,54,11,111,108,11,19,8,11,11,11,11,154,141,58,17,21,57,46,35,11,25,105,103,57,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,14,28,33,37,154,4,4,4,4,11,46,155,57,11,37,38,18,14,21,22,6,11,11,11,11
g361031906012,123,46,14,29,43,72,76,56,78,30,123,111,11,25,14,51,37,11,14,325,323,11,18,11,104,71,51,15,78,110,99,96,11,11,15,11,11,11,11,47,11,17,11,11,11,11,11,11,11,23,11,43,71,34,11,11,325,30,15,30,11,17,11,320,104,49,79,34,21,25,21,62,15,11,11,11,11
g361031906013,139,25,43,28,54,101,54,58,55,11,139,139,11,11,11,11,11,11,11,282,276,11,30,11,87,75,32,54,34,130,128,87,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,17,57,69,33,45,282,50,16,24,11,11,11,279,87,35,56,58,53,35,19,24,49,11,11,11,11
g361031906014,118,11,11,40,30,91,36,64,18,11,118,118,11,11,11,11,11,11,11,281,293,11,115,23,109,74,64,12,61,47,47,112,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,95,52,55,11,11,281,27,15,11,115,15,12,291,109,11,65,65,28,65,30,11,32,11,11,11,11
g361031906015,121,60,20,87,43,58,26,63,11,11,121,121,11,11,11,11,11,11,11,208,208,11,11,11,75,76,15,13,26,97,76,62,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,17,46,50,13,11,14,208,11,11,11,11,11,84,193,75,15,17,53,13,42,11,11,47,11,11,11,11
g361031906016,130,62,11,50,37,56,64,38,58,11,130,125,5,11,24,17,11,11,11,148,149,11,5,11,70,55,24,15,37,118,113,63,11,11,11,11,11,11,11,11,11,11,11,11,16,10,11,11,11,11,11,11,11,28,27,45,148,16,17,35,11,34,11,135,70,5,56,21,17,11,7,24,23,11,11,11,11
g361031906031,138,60,42,23,101,125,61,44,13,11,138,130,43,41,20,62,11,11,11,360,187,11,324,11,116,110,35,22,59,114,107,83,12,11,11,11,11,11,11,11,31,13,11,11,11,16,11,11,11,17,11,47,56,56,23,11,358,27,115,40,66,30,306,169,116,16,51,63,34,42,16,11,92,11,11,11,13
g361031906032,138,115,19,42,70,95,102,53,100,11,138,133,17,118,11,23,45,74,11,507,301,170,475,11,130,112,117,22,87,119,110,111,17,11,11,11,11,16,11,17,11,11,11,11,11,11,11,46,17,58,30,76,83,55,29,11,507,23,11,169,306,176,113,351,130,60,108,81,27,30,29,42,83,11,11,11,11
g361031906033,146,55,19,71,97,118,101,11,83,48,146,140,11,53,11,42,11,55,65,370,239,11,336,14,118,79,81,14,57,132,136,94,16,11,11,11,11,11,11,16,11,11,11,11,11,11,11,11,11,11,31,64,31,72,34,20,370,64,26,11,14,177,11,334,118,32,73,44,43,35,30,53,29,41,11,11,11
g361031906041,177,50,83,67,84,82,73,41,119,11,177,172,16,34,11,11,11,11,11,409,343,11,179,37,157,132,93,30,78,115,107,146,11,11,11,11,11,11,23,14,11,11,11,11,11,11,11,11,30,38,11,111,110,74,9,11,409,164,4,118,117,81,11,380,157,61,145,49,38,30,30,35,42,12,19,11,11
g361031906042,157,27,14,69,134,98,37,75,103,11,157,154,11,22,11,25,94,11,11,434,276,31,369,11,139,95,97,41,71,140,135,128,11,11,11,11,11,11,11,25,11,11,11,11,11,11,11,11,11,11,11,91,66,51,33,14,434,85,140,61,33,111,11,392,139,55,69,91,42,39,11,58,93,11,11,11,11
g361031906043,154,57,83,97,77,79,111,32,11,11,154,151,11,11,11,11,77,53,11,252,152,11,170,64,128,74,32,77,76,147,136,67,11,11,11,11,11,11,11,11,11,11,11,11,18,11,11,17,11,17,11,22,36,43,17,22,253,65,22,33,71,13,56,212,128,11,20,50,34,15,29,64,87,11,11,11,11
g361031907041,161,13,11,6,99,67,96,95,16,11,161,160,11,11,9,11,11,11,11,462,395,11,296,62,123,121,47,11,69,126,126,123,11,11,11,11,11,11,11,11,11,11,31,11,11,11,11,11,11,11,11,11,19,28,89,65,462,11,22,11,299,11,11,398,123,9,66,88,21,16,11,73,19,18,11,11,37
g361031907042,136,85,21,35,32,54,85,82,44,11,136,133,5,14,11,11,11,11,11,138,101,17,86,11,59,41,17,11,42,135,136,54,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,13,32,30,31,138,11,11,11,11,11,11,138,59,11,43,27,21,5,15,11,11,6,15,5,18
g361031907043,91,46,25,19,25,14,45,39,38,11,91,91,7,11,11,11,11,11,11,118,113,18,11,11,45,40,11,6,22,82,82,45,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,6,11,11,19,37,118,11,3,11,11,11,8,119,45,14,19,16,23,4,17,4,11,11,11,11,3
g361031907044,107,74,15,40,47,22,43,63,53,11,107,107,11,11,26,11,11,11,11,170,125,13,124,15,70,66,11,16,34,89,80,78,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,5,11,11,11,14,25,16,11,74,170,2,21,81,16,16,90,173,70,11,33,69,18,14,19,16,33,11,11,11,11
g361031907045,178,140,61,62,20,93,61,87,86,11,178,164,23,11,44,11,41,11,11,245,240,11,42,11,96,61,23,18,69,180,182,90,11,11,11,11,11,11,11,11,11,11,11,11,11,36,14,11,11,11,11,11,11,11,17,83,245,26,11,8,11,11,11,245,96,12,81,51,21,15,22,11,23,11,16,11,11
g361031907051,32,10,6,6,11,17,18,12,11,11,32,34,5,11,11,11,11,11,11,119,9,10,11,16,30,17,16,11,16,16,5,28,11,11,11,11,11,11,9,5,5,11,11,11,11,8,11,5,11,11,7,9,11,14,11,11,119,10,41,12,9,12,61,88,30,11,17,10,19,11,11,11,10,11,11,11,11
g361031907052,162,48,27,121,55,85,91,51,69,63,162,141,34,45,66,45,72,11,11,276,256,11,252,102,124,105,13,61,48,136,127,94,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11,11,11,66,16,43,46,71,276,18,86,132,74,31,11,281,124,52,43,47,35,58,57,104,35,11,11,11,11
g361031907053,137,23,89,89,49,75,63,49,16,11,137,129,11,27,11,41,11,41,11,147,107,21,48,11,56,42,29,11,36,134,138,52,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,19,16,36,24,24,144,18,39,11,11,26,21,111,56,16,25,28,30,25,20,11,16,16,11,11,11
g361031907054,137,52,53,113,98,58,75,47,13,11,137,137,19,11,11,18,11,11,50,326,324,11,137,11,112,72,32,76,68,133,123,104,11,11,11,11,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,57,33,77,30,58,326,11,37,11,55,172,78,288,112,30,78,30,55,36,50,54,37,11,15,11,11
g361031907055,108,17,11,44,25,35,80,85,34,11,108,106,11,47,11,11,11,11,11,254,185,21,235,50,91,64,56,17,71,78,66,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,11,11,17,48,26,26,235,43,101,49,89,11,66,224,91,11,32,35,33,34,11,69,52,50,11,11,11
g361031907061,162,67,51,60,85,93,72,54,108,11,162,157,11,52,11,11,11,11,11,211,211,11,30,54,100,71,39,38,59,162,155,91,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,20,73,60,52,211,46,14,37,11,27,26,199,100,25,63,57,29,35,36,19,43,19,11,11,11
g361031907062,166,28,69,98,90,61,83,85,74,11,166,171,38,18,20,11,11,11,16,275,302,16,160,47,110,96,39,30,75,146,136,87,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,69,39,54,42,39,275,41,62,15,15,55,127,268,110,19,46,80,44,11,35,33,76,16,11,11,18
g361031907063,116,73,22,11,51,76,33,60,49,11,116,116,11,11,11,11,11,11,11,225,194,11,39,47,86,95,27,36,15,86,86,86,11,11,11,11,11,11,11,11,11,11,11,11,11,48,11,11,11,11,11,11,11,11,38,82,225,6,16,11,11,11,11,222,86,48,57,37,11,47,54,18,11,11,11,11,11
g361031907064,132,60,17,33,65,53,72,26,73,11,132,111,11,11,71,11,11,11,11,213,155,11,121,11,93,56,29,11,67,107,99,83,11,11,11,11,11,11,11,11,11,11,11,11,11,19,11,11,11,11,17,11,20,37,62,39,213,16,74,11,11,18,11,195,93,15,31,48,30,61,16,11,30,38,11,11,11
g361031907065,138,94,11,12,63,8,92,21,62,11,138,123,20,44,11,11,11,11,11,336,249,247,104,43,83,90,26,18,20,112,91,77,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,20,13,57,27,32,321,20,11,11,127,47,11,323,83,27,40,8,26,59,11,16,63,13,11,11,11
g361031907071,189,64,11,121,35,131,116,91,103,11,189,189,11,11,11,11,11,11,11,313,301,11,74,28,99,96,30,11,57,209,209,95,22,11,11,11,11,11,11,11,11,11,20,11,11,11,11,11,11,31,14,11,30,60,62,62,313,11,25,75,34,29,11,305,99,21,70,53,73,27,16,33,21,11,11,11,11
g361031907072,150,79,71,96,81,98,59,74,38,11,150,151,11,14,11,11,11,11,24,596,177,11,588,49,128,109,33,49,70,141,133,98,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,26,74,42,55,594,58,584,11,11,61,14,193,128,49,64,37,20,51,14,13,95,18,11,11,11
g361031907073,115,11,28,36,64,48,54,106,35,11,115,114,11,11,11,11,11,11,11,179,153,11,82,70,78,75,11,11,43,117,117,75,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,25,39,61,179,11,11,24,2,11,43,176,78,16,62,41,42,11,11,11,11,32,11,11,11
g361031907074,152,20,11,109,110,109,85,24,57,21,152,152,11,6,11,11,11,11,11,374,275,11,72,213,125,107,43,82,31,149,147,110,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,105,44,35,374,8,9,7,7,65,287,277,125,16,106,40,30,16,11,80,15,11,11,11,11
g361031907075,168,74,74,38,84,100,72,95,49,11,168,168,11,11,11,11,11,11,11,263,262,11,11,9,153,78,22,85,126,124,124,152,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,11,11,11,90,30,85,88,49,263,11,15,74,25,59,26,255,153,73,55,111,36,39,78,11,25,11,11,11,11
g361031907081,92,25,21,33,43,28,39,48,34,4,92,91,5,6,12,11,11,11,11,159,160,11,13,7,58,48,14,21,19,66,65,57,4,11,11,11,11,11,5,11,11,11,11,11,11,3,11,11,11,11,4,11,3,17,27,47,159,8,7,27,10,55,14,146,58,12,29,28,24,14,16,7,19,11,11,4,11
g361031907082,97,112,27,61,42,92,97,22,52,8,97,118,11,77,67,46,11,11,11,267,167,40,219,31,102,54,52,51,65,118,119,62,11,11,11,11,11,11,11,11,11,11,6,11,11,11,11,11,11,11,31,11,11,41,37,44,267,56,58,11,13,53,11,246,102,19,33,22,41,25,28,15,87,8,11,11,11
